2020/01/23,643
2020/01/24,920
2020/01/25,1986
2020/01/26,2751
2020/01/27,4423
2020/01/28,5985
2020/01/29,7695
2020/01/30,9677
2020/01/31,11241
2020/02/01,11891
2020/02/02,17137
2020/02/03,20423
